"comm","id","articulo","autor","subcomunidad","palabrasclaves","fecha"
"comm4105","38085","Validación de un método analítico para determinar la enzima acetilcolinesterasa (AChE) en saliva humana de poblaciones expuestas a plaguicidas   organofosforados y carbamatos","Uzcátegui, Jorge;González Carrero, Soranyel;Zambrano V., Reinaldo E.;Pereira Colls, Ana Carlota","Revista Odontológica de Los Andes","Método de Ellman;Plaguicidas;Saliva humana;Agricultores","2014-01-21"
"comm4105","41262","Humanización de los profesionales de la salud: ¿Lástima o compasión?.","Rosas Jiménez, Carlos Alberto","Academia","Compasión;Lástima;Humanización;Profesionales de la salud;Movimiento del corazón","2015-11-30"
"comm4105","38086","Intrusión de molares superiores con orto-implantes. Evaluación del nivel de adherencia gingival y remodelado óseo","Herrera Atoche, José Rubén;Colomé Ruiz, Gabriel Eduardo;Escoffié Ramírez, Mauricio;Castillo Bolio, Rubén;Carrillo Ávila, Bertha Arelly;Rojas García, Alma Rosa;Rivas Gutiérrez, Rafael","Revista Odontológica de Los Andes","Hueso alveolar;Molares;Orto-implantes","2014-01-21"
"comm4105","38087","Combinación de plasma rico en plaquetas con injertos gingivales libres en el tratamiento de recesiones","Arellano Salas, Karem Aldride;Dávila de Molina, Lorena;Catillo, Leonel;Perdomo, Bexi J.","Revista Odontológica de Los Andes","Recesiones gingivales;Injertos gingivales libres;Plasma rico en plaquetas (PRP);Contracción postoperatoria","2014-01-21"
"comm4105","41263","Presupuestos antropológicos de la ideología de género: una mirada desde el personalismo.","Jara Cotrina, Araceli","Academia","Presupuestos antropológicos;Ideología;Género","2015-11-30"
"comm4105","38088","Tratamiento estético interdisciplinario para tatuaje periodontal por amalgama. Reporte de caso","Mendoza Paipa, Nancy;Dávila B., Lorena;Téllez, Narda","Revista Odontológica de Los Andes","Tatuaje por amalgama;Perforación radicular;MTA;Injerto gingival libre;Obturación retrograda","2014-01-21"
"comm4105","38089","Osteoma de condilo mandibular: reporte de un caso","Hernández Valecillos, Manuel;Paredes Freitez, Hildangeli;León Camacho, María;Stea Tortorice, Domingo","Revista Odontológica de Los Andes","Osteoma;Cóndilo mandibular;Asimetría facial","2014-01-21"
"comm4105","38016","El portafolio de traducción como estrategia para promover la revisión y reflexión","Reyes Y., Fabiola S.;Chacón, Carmen Teresa","Acción Pedagógica","Didáctica de la traducción;Portafolio;Revisión;Reflexión","2013-12-19"
"comm1","13162","Proyectos dirigidos hacia una zona libre científica y tecnológica sustentada en desarrollos autóctonos","Rodulfo de Gil, Eldrys","Facultad de Ciencias","Ícono de la ULA","2008-07-16"
"comm1","13163","Consideraciones sobre la descentralización en materia de ciencia y tecnología","Rodulfo de Gil, Eldrys","Facultad de Ciencias","Ícono de la ULA","2008-07-15"
"comm1","13164","Informe final sobre el proceso de desmontaje y venta de la chatarra del Antiguo Central Azucarero (CALA)","Rodulfo de Gil, Eldrys","Facultad de Ciencias","Ícono de la ULA","2008-07-16"
"comm1","13165","La ley de C&T del estado Mérida y sus aplicaciones regionales","Rodulfo de Gil, Eldrys","Facultad de Ciencias","Ícono de la ULA","2008-07-16"
"comm4105","38030","Anatomía de un triple delito: el desafío al Dalai Lama por la nueva alianza entre China y los adoradores de espíritus","Bultrini, Raimondo","Humania del Sur","Dalai Lama;Gyalpo;Shugden;Adoradores de espíritus;Nuevos kadampas;Asesinato;Escuela de Dialéctica;Dharamsala;Gobierno tibetano en el exilio;Autoridades chinas;Asociación china-adoradores de espíritus;Kelsang Gyatso;Ganchen tulku;Lobsang Gyatso;Dragpa Gyaltsen;V Dalai Lama;XIV Dalai Lama","2014-01-09"
"comm4105","41175","Desarrollo humano integral como marco ético de la innovación empresarial en Latinoamérica","Carrasco, Edmary Sinai","Agora Trujillo","Innovación;Modelo de Desarrollo;Cultura innovadora;Desarrollo Humano Integral","2015-11-26"
"comm4105","38031","Testimonios de vida sobre el Tíbet","Hill, Rowena","Humania del Sur","ASIA-Onlus;Budismo tibetano;Viaje a China","2014-01-09"
"comm1","13166","Venezuela científica y tecnológica","Rodulfo de Gil, Eldrys","Facultad de Ciencias","Ícono de la ULA","2008-07-16"
"comm4105","38032","Gendün Chöphel: erudito iconoclasta y polifacético del siglo XX.","Hocevar G., Mayda G.","Humania del Sur","Gendün Chöphel;Tíbet;Poesía;Historia del Tíbet;Filosofía budista;Madhyamaka;Vía del medio;Artes;Pintura de tangkhas","2014-01-09"
"comm4105","41176","Educación ambiental comunitaria y aprovechamiento sustentable del bosque protector “CasCada de Peguche”, Otavalo-Imbabura-Ecuador","Trujillo, Carmen Amelia;Lomas, Kennedy Rolando","Agora Trujillo","Manejo sustentable;Bosque protector;Comunidad;Investigación-acción","2015-11-26"
"comm4105","38050","Apuntes del peregrino. La belleza en dos metáforas: la vinotinto y el rancho","Alzuru Aponte, Jonatan","Estética","Peregrinar;Cuerpos;Rostros;Belleza;Futbol;Rancho;Búsqueda","2014-01-14"
"comm4105","38051","Arte, artilugio y desmaterialización. Lo inmaterial en el arte actual. (Apuntes preliminares para un concepto de instalación)","Onetto, Breno","Estética","Arte contemporáneo;Crítica actual;Vanguardia;Aurática","2014-01-14"
"comm4105","41257","El planteamiento de la intersubjetividad a partir de la noción de persona, en Karol Wojtyla.","Castillo, Genara","Academia","Persona;Intersubjetividad;Karol Wojtyla","2015-11-30"
"comm4105","38071","La embriaguez dionisiaca en la transfiguración de Rafael","Barrera Flores de Encinoza, Carmen Amelia","Estética","Apolíneo;Dionisíaco;Sueño;Embriaguez;Transfiguración","2014-01-15"
"comm4105","38072","Nihilismo: hacia un nuevo paradigma. Transvaloración: hacia una filosofía postmetafísica.","De la Vega Visbal, Marta","Estética","Nihilismo;Filosofía de Occidente;Metafísica;Logos;Transvaloración;Filosofía metafísica;Devenir;Leib (intracuerpo);Voluntad de poder;Valor","2014-01-15"
"comm4105","41258","Críticas de Paul Ricoeur al Personalismo de Emmanuel Mounier.","Carrera, Randall","Academia","Personalismo;Filosofía de la persona;Mounier;Ricoeur","2015-11-30"
"comm4105","38073","Antecedentes filosófico-musicales del pensamiento de Nietzsche presentes en su texto el nacimiento de la tragedia","Torres, Jorge","Estética","Filosofía;Música;Drama;Ópera;Tragedia;Estética","2014-01-15"
"comm4105","41259","La reconciliación como proceso de encuentro entre las personas.","Chávez Aviña, Mónica","Academia","Persona;Violencia;Reconciliación;Narración;Justicia y perdón","2015-11-30"
"comm4105","38074","La experiencia del pensar; el lenguaje… ¿la poesía?","D’Arago Fiol, Theowald","Estética","Pensar;Lenguaje;Logos;Palabra;Mito;Idea;Escucha;Poesía;Ser;Dasein","2014-01-15"
"comm4105","38076","Un ejemplo de qué hacer con Heidegger","Heymann, Ezra","Estética","Ser y Tiempo;Anticipables;Heideggeriano;Dilucidación filosófica;Comprensión","2014-01-16"
"comm4105","41264","Aportes del personalismo ontológico moderno a la bioética personalista de Elio Sgreccia.","Bermeo Antury, Elías","Academia","Antropología personalista;Bioética personalista;Dignidad humana;Persona;Personalismo Ontológico Moderno","2015-11-30"
"comm4105","38110","Comunidad de aprendizaje en servicios públicos","Dávila, Jacinto;García Díaz, María Elena;Márquez Rojas, Melva J.;Ruíz Díaz, Marisol;Vargas Quintero, Soleida del Carmen","Educere","Servicio público;Comunidad de aprendizaje;Estudios abiertos","2014-01-28"
"comm4105","41268","El desarrollo antropológico del derecho y la persona humana.","Durán  Escudero, Fernando Andrés;Izquierdo Crespo, Camila;Zhunio Iñiguez, Eulalia Elizabeth","Academia","Derecho;Persona;Antropología;Evolución;Filosofía del derecho","2015-11-30"
"comm1","16762","Nosotros, el universo y los principios de la física","Rago, Héctor","Facultad de Ciencias","Grupo de Física Teórica;Distribuciones autogravitantes","2003-07-14"
"comm4105","38117","Desarrollo de competencias científicas en estudiantes de postgrado desde la perspectiva del docente","Valdés Cuervo, Ángel Alberto;Estévez Nenninger, Etty Haydeé;Vera Noriega, José Ángel","Educere","Educación superior;Postgrados;Competencias científicas","2014-01-28"
"comm4105","38120","La historia de los esclavos africanos y descendientes en Mérida a través de caricaturas. Estratégias para el aprendizaje","Molina, Magdi;Rivas Vizcaya, Kaira","Educere","Caricatura;Aprendizaje;Mérida;Esclavos africanos","2014-01-28"
"comm4105","41272","Ética y moral: dialéctica permanente en el cuidado de sí mismo - el desafío de la enseñanza.","De Assis Souza, Jacira","Academia","Ética;Moral;Auto-cuidado;Ricouer","2015-11-30"
"comm4105","38121","Reflexiones en torno a la enseñanza de la historia de Venezuela en 7º Y 8° grado","Villarreal, Miriam","Educere","Educación;Enseñanza de la historia;Pensamiento sistémico;Sistemología Interpretativa","2014-01-28"
"comm4105","41294","Rosario Castellanos, dignidad humana: la mujer y los indígenas.","Hiroko Ito-Sugiyama, Gloria Josephine","Academia","Rosario Castellanos;Literatura;Persona;Mujer indígena","2015-12-01"
"comm4105","41273","Personalismo en la legislación educativa ecuatoriana: una aproximación desde el pensamiento de Gabriel Marcel.","Lara Lara, Fernando","Academia","Personalismo;Legislación educativa;Ecuador;Gabriel Marcel;Sumak Kawsay","2015-11-30"
"comm4105","38140","Movimiento de mujeres campesinas, el campesinado y la soberanía alimentaria","Valdete, Boni","Agroalimentaria","Movimiento de Mujeres Campesinas;Movimientos sociales;Seguridad alimentaria;Santa Catarina;Brasil","2014-01-29"
"comm4105","38128","Innovación, capital intelectual y capital social territorial: enfoques clave para el éxito de la empresa turística en el nuevo entorno socio económico","Rivero Díaz, Mayra;Rastrollo Horrillo, María Ángeles","Cayapa","Comportamiento innovador;Capital Social Territorial;Capital Intelectual;Empresa Turística","2014-01-28"
"comm4105","41274","Hospitalidad: remedio para la fragilidad humana.","Cervantes Barragán, Hilda Leticia","Academia","Educación;Actitudes;Cuidado;Relaciones interpersonales;Calidad de vida","2015-11-30"
"comm4105","38129","Incubação de Cooperativas Populares: um estudo de multicaso na cidade brasileira de Camaçari/BA","Cardoso Cançado, Airton;Dos Santos Vieira, Naldeir;Q Nascimiento, Ioná;Gonçalves, Ana Cláudia A.","Cayapa","Incubación de cooperativas;Extensión universitaria;Metodologías de intervención","2014-01-28"
"comm4105","38130","Economía Social y Agricultura Familiar. La experiencia de la Feria de Villa Río Hondo (Argentina)","Paz, Raúl;Jara, Cristian;Nazar, Paola","Cayapa","Feria;Agricultura familiar;Economía social","2014-01-28"
"comm4105","41278","Persona humana y educación: Retos para formar al buen ciudadano en el siglo XXI.","Velásquez Monsalve, Juan David","Academia","Persona humana;Buen ciudadano;Agnosticismo funcional;Relativismo;Liberalismo;Cultura juvenil","2015-11-30"
"comm4105","38131","Los consejos comunales, una evaluación desde la perspectiva del presupuesto como herramienta de políticas públicas. Caso: Parroquia Flor de Patria. Municipio Pampan Trujillo - Venezuela","Espinoza, Natalie;Linares, Yuraima;Montilla, Morelia;Guerrero, Carolina","Cayapa","Consejos comunales;Gestión presupuestaria;Presupuesto participativo","2014-01-29"
"comm4105","38132","Caracterización operativa de los Consejos Comunales de los municipios del Estado Táchira. Caso Municipios Francisco de Miranda y Sucre","Castillo de Matheus, María Elizabeth;Sierra Parada, Maritza","Cayapa","Caracterización operativa;Consejos comunales;Municipios Francisco de Miranda y Sucre","2014-01-29"
"comm4105","41286","Liderazgo en una comunidad de personas.","Bonilla, Lastenia María","Academia","Liderazgo;Formación;Ética;Líderes temporales;Líderes permanentes;Líderes efímeros","2015-12-01"
"comm1","16764","Variational mechanics of dissipative systems.","Patiño, Alberto;Rago, Héctor","Facultad de Ciencias","Grupo de Física Teórica","2006-08-03"
"comm4105","41287","La educación de la afectividad: Una propuesta personalista.","Santa Cruz Vera, Dalia Jaqueline","Academia","Afectividad;Persona de criterio;Emotivismo;Vidas ejemplares;Cine","2015-12-01"
"comm4105","41071","La mirada escrita y la fotografía de la escritura","Portillo Parody, Jairo","Academia","Narrativas culturales;Omira Lugo;Rafaela Baroni;Isla de Cubagua","2015-11-02"
"comm1","14700","Estudios de Espectroscopía de Fotoelectrones (XPS) y Termogravimetría (TG) del Catalizador 10Mg - 90La - 20Ni","Colmenares, Keibys E.","Facultad de Ciencias","Espectroscopía;Catalizador","2008-08-06"
"comm4105","41118","La relación teoría-práctica y el desarrollo profesional docente: obstáculos y retos","Álvarez Álvarez, María del Carmen","Educere","Desarrollo profesional;Profesión docente;Formación de profesores;Práctica pedagógica","2015-11-18"
"comm4105","37978","Posible relación genética entre el dens in dente o dens invaginatus y el rasgo incisivos en forma de pala: estudio exploratorio","Reyes, Gerson;Rodríguez Flórez, Carlos David;Bonomie, Justo;Palacios, María;Guevara, Edgar;Marín, Ernesto;García Sivoli, Carlos","Boletín Antropológico","Diente de pala;Dens in dente o dens Invaginatus;Muestra colonial;Muestra contemporánea;Mérida, Venezuela","2013-12-13"
"comm4105","38015","El estudio de caso como herramienta pedagógica en la formación emprendedora","Guglielmi, Indira;Quiñones Valduz, Yeanette Beatriz","Acción Pedagógica","Estudio de caso;Formación emprendedora;Educación superior;Documentación de casos;Estudiantes de comunicación social","2013-12-19"
"comm4105","41183","La ilusión como método de conocimiento de la persona.","Gómez, Álvarez;Gómez, María Nieves","Academia","Ilusión;Antropología;Método de conocimiento personal;Felicidad","2015-11-27"
"comm4105","41296","Una propuesta para el marco teórico del personalismo literario.","Cabrera Valverde, Jorge Mario","Academia","Crítica literaria;Personalismo;Análisis literario;López Quintás","2015-12-01"
"comm4105","38160","El problema de las naciones y los nacionalismos en la óptica marxista de Eric Hobsbawm. Sus aportes y limitantes","González Salinas, Omar Fabián","Procesos Históricos","Eric Hobsbawm;Nación;Nacionalismo;Tradición inventada;Marxismo","2014-02-04"
"comm4105","38162","""Es el chileno rotito, un soldado sin segundo"". La construcción de una imagen heroica en la Lira Popular sobre la Guerra del Pacífico. 1881 – 1930","Coronado Canales, David Angelo","Procesos Históricos","Lira popular;Guerra del pacífico;Mentalidades;Identidad;Nación","2014-02-04"
